,College Name,GPA,Verbal,Quants,Writing
8080,University Of Pennsylvania (UPenn),3.66,155.0,161.0,4.0
8081,University Of Utah (UoU),3.66,170.0,159.0,5.0
8082,University Of Denver,3.81,168.0,163.0,5.0
8083,University Of Kentucky,3.81,168.0,163.0,5.0
8084,University Of Texas Austin LBJ School,3.81,168.0,163.0,5.0
8085,University Of Kansas,3.56,156.0,149.0,4.5
8086,"Washington University, St. Louis (WUSTL)",3.2,153.0,152.0,4.0
8087,Cornell University,3.6,149.0,164.0,3.5
8088,George Washington University (GWU),3.7,168.0,162.0,4.0
8089,University Of Southern California (USC),3.7,168.0,162.0,4.0
8090,University Of Pennsylvania (PennPlanning) (PennDesign),3.2,164.0,158.0,5.0
8091,University Of Pennsylvania (UPenn),3.7,164.0,155.0,5.0
8092,Marquette University,3.5,163.0,167.0,4.5
8093,Georgia State University (GSU),3.61,155.0,157.0,4.5
8094,University Of British Columbia (UBC),3.88,162.0,158.0,5.0
8095,"University Of Illinois, Urbana-Champaign (UIUC)",3.9,170.0,155.0,5.5
8096,University Of Pennsylvania (UPenn),3.6,164.0,161.0,5.0
8097,University Of Arkansas,3.44,148.0,144.0,4.0
8098,"University Of Illinois, Urbana-Champaign (UIUC)",3.7,156.0,167.0,4.0
8099,Clemson University,3.9,161.0,155.0,5.5
8100,University Of Memphis,3.34,160.0,157.0,3.0
8101,Syracuse University,3.86,160.0,165.0,4.5
8102,Indiana University - Kelley School Of Business,3.86,160.0,165.0,4.5
8103,Carnegie Mellon University (CMU),3.86,160.0,165.0,4.5
8104,University Of Memphis,3.81,153.0,151.0,4.0
8105,"University Of Nebraska, Lincoln",3.88,153.0,152.0,4.5
8106,"Washington University, St. Louis (WUSTL)",3.67,156.0,162.0,4.5
8107,University Of Arizona,3.58,159.0,156.0,4.5
8108,University Of Idaho,3.68,153.0,156.0,4.0
8109,"University Of Texas, Austin (UT Austin)",3.96,166.0,146.0,3.5
8110,North Caroline State University (NCSU),3.336,161.0,162.0,5.0
8111,University Of Southern California (USC),3.44,164.0,164.0,3.5
8112,Western Illinois University,3.83,150.0,154.0,4.0
8113,University Of Pittsburgh,3.3,150.0,150.0,3.0
8114,"University Of California, Los Angeles (UCLA)",3.73,161.0,150.0,5.0
8115,LaSalle University,3.55,154.0,149.0,4.5
8116,Iowa State University (ISU),3.1,146.0,168.0,3.0
8117,"California State Polytechnic University, Pomona",3.18,153.0,153.0,4.5
8118,"University Of California, Irvine (UCI)",3.5,164.0,155.0,3.5
8119,"University Of California, Los Angeles (UCLA)",3.97,162.0,149.0,5.5
8120,"Indiana University, Bloomington",3.64,165.0,159.0,5.0
8121,"University Of Texas, Dallas (UT Dallas)",3.96,166.0,160.0,5.5
8122,"University Of California, Los Angeles (UCLA)",3.76,160.0,153.0,3.5
8123,New York University (NYU),3.6,157.0,160.0,5.0
8124,"University Of Nebraska, Lincoln",3.66,154.0,154.0,4.0
8125,Carnegie Mellon University (CMU),3.43,152.0,170.0,3.0
8126,New York University (NYU),3.83,158.0,156.0,5.0
8127,"University Of Washington, Seattle (UW)",3.4,160.0,143.0,5.5
8128,UNMC,0.5,131.0,130.0,1.5
8129,New York University (NYU),3.83,167.0,169.0,4.5
8130,Southern Illinois University,3.96,152.0,148.0,4.0
8131,George Mason University (GMU),3.54,149.0,165.0,3.0
8132,Georgetown University,3.65,157.0,168.0,3.0
8133,Columbia University,3.94,156.0,166.0,3.0
8134,Arizona State University (ASU),3.2,156.0,165.0,4.5
8135,"University Of Washington, Seattle (UW)",3.8,165.0,170.0,5.0
8136,University Of Kentucky,3.92,163.0,145.0,4.0
8137,University Of Oregon,3.3,162.0,154.0,4.5
8138,University Of Texas At Austin LBJ School Of Public Affairs,3.4,160.0,165.0,4.5
8139,Georgetown University,3.5,165.0,162.0,4.5
8140,"University Of Maryland, College Park (UMD)",3.4,150.0,152.0,4.0
8141,Arizona State University (ASU),3.16,153.0,163.0,4.5
8142,"Indiana University, Bloomington",3.87,155.0,154.0,5.0
8143,Iowa State University (ISU),3.74,152.0,165.0,3.5
8144,Harvard University,3.74,161.0,170.0,4.5
8145,University Of Rochester,3.4,149.0,168.0,3.5
8146,"University Of Colorado, Boulder",3.4,160.0,143.0,5.5
8147,University Of Arizona,3.66,168.0,154.0,4.0
8148,"University Of California, Berkeley (UCB)",3.7,163.0,169.0,4.0
8149,Duke University,3.7,163.0,168.0,4.0
8150,University Of Denver,3.4,165.0,162.0,5.0
8151,University Of Southern California (USC),3.9,157.0,152.0,4.5
8152,"California State University, Northridge",3.18,153.0,153.0,4.5
8153,San Francisco State University (SFSU),3.23,168.0,159.0,4.0
8154,UPitt,3.93,167.0,163.0,5.5
8155,Southern Illinois University,3.8,159.0,150.0,4.0
8156,"University Of North Carolina, Chapel Hill (UNC)",4.0,162.0,165.0,5.0
8157,"Washington University, St. Louis (WUSTL)",3.3,159.0,152.0,5.0
8158,"University Of Illinois, Urbana-Champaign (UIUC)",3.69,157.0,163.0,4.0
8159,Columbia University,3.7,158.0,170.0,4.0
8160,Southern Illinois University,3.83,145.0,149.0,4.5
8161,University Of Denver,3.2,156.0,165.0,4.0
8162,"University Of Washington, Seattle (UW)",3.3,155.0,156.0,4.0
8163,La Salle University,3.85,166.0,166.0,4.5
8164,"University Of Minnesota, Twin Cities (UMN)",3.4,157.0,153.0,4.0
8165,Columbia University,3.62,155.0,168.0,4.0
8166,Duke University,3.6,169.0,159.0,4.5
8167,Duke University,3.87,165.0,161.0,5.5
8168,Duke University,3.73,160.0,159.0,4.5
8169,Towson University,3.54,156.0,160.0,4.5
8170,Ohio State University (OSU),3.98,155.0,154.0,4.0
8171,"University Of California, Berkeley (UCB)",3.98,170.0,162.0,5.5
8172,"Ohio State University, Columbus (OSU)",3.8,150.0,159.0,4.0
8173,University Of New Hampshire,3.85,151.0,147.0,5.0
8174,"University Of Maryland, College Park (UMD)",3.9,157.0,159.0,4.5
8175,La Salle University,3.9,158.0,156.0,4.0
8176,Seton Hall University,3.65,145.0,148.0,3.5
8177,Stanford University,3.77,154.0,160.0,4.0
8178,York University,3.5,154.0,149.0,4.0
8179,New York University (NYU),3.4,159.0,147.0,4.0
8180,"University Of Minnesota, Twin Cities (UMN)",3.52,161.0,166.0,4.0
8181,"University Of Illinois, Urbana-Champaign (UIUC)",3.77,154.0,169.0,3.5
8182,New York University (NYU),3.9,162.0,155.0,4.0
8183,New York University (NYU),3.92,166.0,153.0,4.0
8184,"University Of Illinois, Urbana-Champaign (UIUC)",3.7,157.0,166.0,4.0
8185,New York University (NYU),3.74,153.0,160.0,5.5
8186,New York University (NYU),3.91,157.0,151.0,5.0
8187,University Of South Florida (USF),2.99,159.0,151.0,3.0
8188,"University Of Illinois, Urbana-Champaign (UIUC)",3.77,154.0,169.0,3.5
8189,USC School Of Arch,3.01,151.0,158.0,4.0
8190,Ohio State University (OSU),3.88,150.0,150.0,4.0
8191,Drexel University,3.75,161.0,157.0,4.0
8192,Ohio State University (OSU),4.0,163.0,158.0,5.0
8193,University Of Southern Mississippi,3.67,155.0,151.0,3.0
8194,University Of Mississippi,3.67,155.0,151.0,3.0
8195,"University Of Texas, Dallas (UT Dallas)",3.3600000000000003,146.0,164.0,2.0
8196,Colorado State University (CSU),3.62,168.0,166.0,4.0
8197,University Of Calgary,3.68,149.0,161.0,3.5
8198,University Of West Florida,3.2,166.0,159.0,5.0
8199,Stanford University,3.53,165.0,170.0,4.5
8200,University Of Virginia (UVA),3.93,164.0,150.0,5.0
8201,"Indiana University, Bloomington",4.0,163.0,158.0,5.0
8202,Midwestern University,3.56,159.0,151.0,4.5
8203,University Of Denver,3.99,159.0,154.0,5.0
8204,University Of Missouri,3.8,159.0,150.0,4.0
8205,"University Of Minnesota, Twin Cities (UMN)",3.83,157.0,170.0,4.5
8206,Pennsylvania State University (PennState),3.9,165.0,168.0,5.0
8207,University Of Arizona,3.79,158.0,154.0,4.5
8208,University Of Pennsylvania (UPenn),3.65,166.0,165.0,4.0
8209,"University Of California, Santa Barbara (UCSB)",3.23,168.0,159.0,4.0
8210,Midwestern University,3.83,145.0,149.0,4.5
8211,"Indiana University, Bloomington",3.8,165.0,165.0,4.5
8212,"University Of Texas, Austin (UT Austin)",3.99,158.0,166.0,4.0
8213,Boston University (BU),3.4,159.0,158.0,4.0
8214,University Of Chicago (UChicago),3.8,163.0,158.0,4.0
8215,University Of Louisville,3.8,148.0,157.0,5.0
8216,Marquette University,3.94,159.0,160.0,5.0
8217,Brandeis University,3.7,159.0,148.0,4.5
8218,"Indiana University, Bloomington",3.92,155.0,155.0,5.0
8219,"Indiana University, Bloomington",3.98,155.0,154.0,4.0
8220,University Of Louisville,3.62,169.0,149.0,5.0
8221,"Indiana University, Bloomington",3.98,161.0,161.0,4.5
8222,"Indiana University, Bloomington",3.98,161.0,161.0,4.5
8223,University Of Chicago (UChicago),3.91,166.0,160.0,4.5
8224,"University Of Texas, Austin (UT Austin)",3.75,163.0,165.0,3.5
8225,Brandeis University,3.5,166.0,159.0,6.0
8226,University Of Arizona,4.0,164.0,160.0,4.5
8227,Midwestern University,3.63,157.0,157.0,4.5
8228,Drexel University,3.75,161.0,157.0,4.0
8229,Drexel University,3.87,153.0,164.0,3.5
8230,Western Illinois University,3.6,155.0,151.0,4.0
8231,"University Of California, Irvine (UCI)",3.28,151.0,161.0,4.5
8232,Western Illinois University,3.8,159.0,150.0,4.0
8233,"University Of California, Los Angeles (UCLA)",3.8,155.0,149.0,3.5
8234,Midwestern University,3.68,144.0,145.0,4.0
8235,Western Illinois University,3.96,153.0,156.0,4.0
8236,"University Of California, Los Angeles (UCLA)",3.44,159.0,170.0,4.5
8237,Midwestern University,3.1,157.0,158.0,4.5
8238,St. Louis University,3.91,151.0,157.0,4.0
8239,"University Of Minnesota, Twin Cities (UMN)",3.91,151.0,157.0,4.0
8240,"University Of Minnesota, Twin Cities (UMN)",3.45,154.0,150.0,5.0
8241,"University Of Minnesota, Twin Cities (UMN)",3.83,162.0,156.0,4.5
8242,University Of Chicago (UChicago),3.75,165.0,161.0,3.0
8243,San Diego State University (SDSU),3.18,153.0,153.0,4.5
8244,Clemson University,3.6,156.0,170.0,4.0
8245,University Of South Florida (USF),2.99,159.0,151.0,3.0
8246,University Of Delaware,2.99,170.0,150.0,3.0
8247,"University Of California, San Diego (UCSD)",3.87,160.0,160.0,4.5
8248,Stanford University,3.7,165.0,165.0,4.5
8249,"Indiana University, Bloomington",3.92,155.0,155.0,5.0
8250,"University Of Massachusetts, Amherst (UMass)",3.8,160.0,164.0,4.0
8251,Oklahoma State University,4.0,154.0,142.0,4.5
8252,"University Of California, Los Angeles (UCLA)",3.54,166.0,166.0,4.5
8253,"University Of Texas, Austin (UT Austin)",3.61,160.0,166.0,4.5
8254,"University Of California, Los Angeles (UCLA)",3.97,170.0,163.0,4.5
8255,Northern Arizona University,3.98,167.0,156.0,5.5
8256,Bowling Green State University,3.6,167.0,167.0,4.5
8257,Saint Louis University,3.88,158.0,160.0,5.0
8258,University Of Chicago (UChicago),3.59,162.0,167.0,4.0
8259,Southern Illinois University,3.6,149.0,162.0,3.0
8260,University Of Tulsa,3.0,156.0,158.0,4.0
8261,"University Of California, San Diego (UCSD)",3.02,166.0,170.0,4.5
8262,University Of Chicago (UChicago),3.5,163.0,147.0,4.5
8263,University Of Virginia (UVA),3.9,166.0,153.0,4.0
8264,University Of Chicago (UChicago),3.95,170.0,154.0,5.0
8265,Misericordia University,3.84,154.0,155.0,4.5
8266,Northeastern University,3.12,165.0,155.0,4.0
8267,Rush University,3.85,157.0,153.0,5.0
8268,Michigan State University (MSU),3.39,160.0,159.0,4.0
8269,University Of Denver,3.2,168.0,158.0,5.0
8270,University Of Chicago (UChicago),3.59,157.0,159.0,4.5
8271,Princeton University,3.8,170.0,170.0,4.0
8272,"University Of Texas, Austin (UT Austin)",3.44,154.0,168.0,4.5
8273,Carnegie Mellon University (CMU),3.44,154.0,168.0,4.5
8274,"Indiana University, Bloomington",3.87,155.0,152.0,4.5
8275,Michigan State University (MSU),4.0,167.0,148.0,5.5
8276,"University Of California, Los Angeles (UCLA)",3.85,163.0,160.0,4.0
8277,"University Of Michigan, Ann Arbor (UMich)",3.9,159.0,157.0,5.0
8278,"University Of California, Irvine (UCI)",3.47,158.0,165.0,5.0
8279,SUNY Buffalo,3.6,154.0,161.0,4.0
8280,"University Of Massachusetts, Amherst (UMass)",3.3,170.0,148.0,3.0
8281,"University Of Michigan, Ann Arbor (UMich)",3.8,162.0,156.0,3.0
8282,Rush University,3.74,153.0,160.0,5.5
8283,Rush University,3.91,151.0,157.0,4.0
8284,Rush University,3.68,159.0,153.0,4.0
8285,Rush University,3.68,159.0,153.0,4.0
8286,Rush University,3.85,160.0,155.0,4.0
8287,"University Of Washington, Seattle (UW)",4.0,169.0,159.0,4.5
8288,Nothwestern University,3.54,146.0,165.0,3.0
8289,"University Of Florida, Gainesville (UFL)",3.7,166.0,161.0,5.0
8290,"University Of Wisconsin, Milwaukee",3.62,168.0,149.0,5.0
8291,"University Of California, Irvine (UCI)",3.7,158.0,166.0,3.5
8292,"University Of California, Los Angeles (UCLA)",3.89,170.0,150.0,3.0
8293,"University Of Maryland, College Park (UMD)",3.2,160.0,162.0,5.0
8294,Arizona State University (ASU),3.16,156.0,168.0,3.5
8295,Stanford University,3.61,160.0,166.0,4.0
8296,SUNY Buffalo,3.75,147.0,165.0,2.5
8297,"University Of Maryland, College Park (UMD)",3.86,160.0,156.0,4.5
8298,"University Of California, Santa Cruz (UCSC)",3.68,167.0,167.0,4.5
8299,"University Of California, Los Angeles (UCLA)",3.07,162.0,159.0,4.5
8300,University Of Chicago (UChicago),3.75,157.0,168.0,3.5
8301,"University Of California, Los Angeles (UCLA)",3.67,168.0,161.0,4.5
8302,Colorado State University (CSU),3.36,160.0,165.0,4.0
8303,University Of Chicago (UChicago),3.81,170.0,170.0,4.0
8304,Marquette University,3.4,161.0,150.0,4.5
8305,University Of Kentucky,3.92,166.0,152.0,5.5
8306,"University Of Michigan, Ann Arbor (UMich)",3.9,165.0,151.0,4.5
8307,New York University (NYU),3.3,164.0,164.0,4.0
8308,"University Of California, Berkeley (UCB)",3.93,170.0,152.0,5.0
8309,University Of Kentucky,4.0,150.0,163.0,5.5
8310,University Of The Pacific,3.86,152.0,148.0,5.5
8311,University Of Southern California (USC),3.7,152.0,170.0,3.5
8312,"University Of Michigan, Ann Arbor (UMich)",3.6,166.0,160.0,5.0
8313,University Of Chicago (UChicago),3.79,164.0,160.0,4.0
8314,Queens University,3.97,165.0,156.0,5.0
8315,University Of Memphis,3.86,160.0,153.0,4.0
8316,"University Of Michigan, Ann Arbor (UMich)",3.3,168.0,162.0,4.5
8317,"University Of Michigan, Ann Arbor (UMich)",3.0,157.0,151.0,4.0
8318,Marquette University,3.91,151.0,157.0,4.0
8319,"University Of Illinois, Urbana-Champaign (UIUC)",3.7,162.0,161.0,3.5
8320,"University Of Michigan, Ann Arbor (UMich)",4.0,165.0,156.0,4.0
8321,University Of Virginia (UVA),3.91,162.0,154.0,4.5
8322,Marquette University,3.8,160.0,154.0,5.5
8323,"University Of California, Berkeley (UCB)",3.55,161.0,166.0,4.5
8324,Carnegie Mellon University (CMU),3.7,157.0,165.0,4.0
8325,University Of Chicago (UChicago),3.96,154.0,170.0,4.5
8326,"University Of Illinois, Urbana-Champaign (UIUC)",3.55,157.0,163.0,5.0
8327,"University Of Wisconsin, Madison",3.96,159.0,152.0,4.5
8328,University Of Virginia (UVA),3.64,165.0,159.0,5.0
8329,University Of British Columbia (UBC),4.0,164.0,168.0,4.5
8330,Temple University,3.84,164.0,155.0,4.0
8331,"University Of California, Berkeley (UCB)",3.7,155.0,164.0,5.0
8332,Marquette University,3.85,155.0,160.0,4.0
8333,Marquette University,3.65,160.0,154.0,5.0
8334,Marquette University,3.74,153.0,160.0,5.5
8335,University Of Chicago (UChicago),3.9,168.0,165.0,4.5
8336,University Of Chicago (UChicago),3.5,150.0,168.0,4.5
8337,"University Of Illinois, Chicago (UIC)",3.45,154.0,160.0,4.0
8338,University Of Chicago (UChicago),3.85,151.0,147.0,4.0
8339,University Of Arizona,3.48,159.0,150.0,5.0
8340,Towson University,3.74,151.0,148.0,3.0
8341,George Mason University (GMU),3.87,153.0,164.0,3.5
8342,"University Of Florida, Gainesville (UFL)",3.83,163.0,162.0,4.5
8343,"University Of Texas, Austin (UT Austin)",4.0,157.0,156.0,4.5
8344,"University Of Illinois, Chicago (UIC)",4.0,157.0,156.0,4.5
8345,Villanova University,3.9,168.0,163.0,4.5
8346,"University Of Maryland, College Park (UMD)",3.15,159.0,153.0,4.5
8347,"University Of Illinois, Chicago (UIC)",3.85,160.0,163.0,3.5
8348,"University Of Illinois, Chicago (UIC)",3.68,166.0,166.0,3.0
8349,"University Of Illinois, Chicago (UIC)",3.7,158.0,163.0,3.5
8350,Temple University,3.88,158.0,160.0,5.0
8351,"University Of Texas, Austin (UT Austin)",3.67,162.0,168.0,4.0
8352,"University Of North Carolina, Charlotte",3.7,168.0,162.0,5.0
8353,"University Of Texas, Austin (UT Austin)",3.4,163.0,155.0,5.5
8354,University Of Pennsylvania (UPenn),3.4,163.0,155.0,5.5
8355,Vanderbilt University,3.4,163.0,154.0,5.5
8356,Brown University,3.86,154.0,160.0,3.0
8357,Cornell University,3.5,151.0,170.0,3.0
8358,"Loyola University, Chicago",3.61,157.0,154.0,4.5
8359,Boston University (BU),3.9,157.0,152.0,4.5
8360,Temple University,3.58,144.0,157.0,5.0
8361,"University Of Illinois, Urbana-Champaign (UIUC)",3.54,156.0,160.0,4.5
8362,"University Of Texas, Dallas (UT Dallas)",3.93,165.0,155.0,5.0
8363,North Caroline State University (NCSU),3.67,156.0,162.0,4.5
8364,Cornell University,3.8,160.0,166.0,4.5
8365,Stanford University,3.74,154.0,170.0,4.0
8366,Columbia University,3.88,161.0,165.0,4.0
8367,University Of Southern California (USC),3.76,160.0,153.0,3.5
8368,Georgia State University (GSU),3.8,162.0,156.0,4.0
8369,"University Of Michigan, Ann Arbor (UMich)",3.9,160.0,160.0,4.5
8370,Temple University,3.9,156.0,158.0,4.0
8371,Duke University,3.6,169.0,167.0,5.0
8372,Temple University,3.96,158.0,151.0,4.5
8373,Temple University,3.74,153.0,160.0,5.5
8374,"University Of Washington, Seattle (UW)",3.6,158.0,150.0,3.0
8375,Cornell University,3.75,152.0,157.0,3.0
8376,Brown University,3.87,145.0,167.0,3.0
8377,"University Of California, Los Angeles (UCLA)",3.61,156.0,163.0,4.0
8378,"University Of Massachusetts, Amherst (UMass)",3.81,168.0,164.0,5.5
8379,Brown University,3.6,165.0,165.0,5.5
8380,Brown University,3.6,165.0,165.0,5.5
8381,"University Of Michigan, Ann Arbor (UMich)",3.95,163.0,150.0,4.0
8382,Brown University,3.84,160.0,165.0,3.0
8383,"University Of California, Los Angeles (UCLA)",3.63,150.0,161.0,4.0
8384,"University Of Florida, Gainesville (UFL)",3.9,152.0,150.0,4.0
8385,University Of Arizona,3.8,157.0,166.0,3.0
8386,"University Of Michigan, Ann Arbor (UMich)",3.75,166.0,158.0,4.0
8387,University Of Alberta,3.5,168.0,154.0,4.0
8388,University Of Southern California (USC),3.54,166.0,166.0,4.5
8389,University Of Pennsylvania (UPenn),3.54,166.0,166.0,4.5
8390,New York University (NYU),3.5,154.0,150.0,4.0
8391,"University Of Colorado, Boulder",3.96,165.0,153.0,6.0
8392,"University Of Tennessee, Knoxville",3.94,168.0,152.0,4.0
8393,"University Of California, Berkeley (UCB)",4.0,165.0,169.0,4.5
8394,Tufts University,3.54,160.0,166.0,3.5
8395,New York University (NYU),3.83,144.0,151.0,4.0
8396,University Of Pennsylvania (UPenn),3.89,161.0,155.0,5.5
8397,Wayne State University,3.8,164.0,143.0,4.0
8398,Carnegie Mellon University (CMU),3.54,160.0,166.0,3.5
8399,University Of Pennsylvania (UPenn),3.91,162.0,167.0,4.5
8400,University Of North Carolina Gillings School Of Global Public Health,3.2,163.0,160.0,4.5
8401,University Of Tennessee,3.7,154.0,150.0,3.5
8402,Louisiana State University,2.6,170.0,162.0,4.0
8403,George Washington University (GWU),3.64,158.0,154.0,4.0
8404,University Of Southern California (USC),3.46,153.0,156.0,4.0
8405,Old Dominion University,3.81,149.0,148.0,4.0
